Differences between version 2 (plotpoints2.txt) and version 3 (plotpoints3.txt) of the regional temperature anomalies 
employed by Ruosteenoja et al. (2003) (see 
http://www.ipcc-data.org/sres/scatter_plots/scatterplots_home.html and http://www.ipcc-data.org/sres/scatter_plots/csiro_error.html for more details).

The differences apply only to the CSIRO model, and are listed below (plotpoints3.txt - plotpoints2.txt):

                                               A2,    B2,  A1FI,    B1
REGION 22, TIME SLICE 2070-2099, SEP-NOV:: -0.00, -0.01, -0.00, -0.01
REGION 23, TIME SLICE 2010-2039, DEC-FEB::  0.04, -0.01,  0.04,  0.01
REGION 23, TIME SLICE 2010-2039, MAR-MAY::  0.01, -0.04,  0.01, -0.06
REGION 23, TIME SLICE 2010-2039, JUN-AUG::  0.10,  0.10,  0.11,  0.07
REGION 23, TIME SLICE 2010-2039, SEP-NOV::  0.10,  0.07,  0.10,  0.06
REGION 23, TIME SLICE 2040-2069, DEC-FEB::  0.05,  0.01,  0.06,  0.03
REGION 23, TIME SLICE 2040-2069, MAR-MAY:: -0.03, -0.05, -0.04, -0.02
REGION 23, TIME SLICE 2040-2069, JUN-AUG::  0.09,  0.05,  0.11,  0.13
REGION 23, TIME SLICE 2040-2069, SEP-NOV::  0.02,  0.04,  0.03,  0.06
REGION 23, TIME SLICE 2070-2099, DEC-FEB::  0.02,  0.01,  0.02,  0.03
REGION 23, TIME SLICE 2070-2099, MAR-MAY:: -0.10, -0.11, -0.13, -0.05
REGION 23, TIME SLICE 2070-2099, JUN-AUG::  0.14,  0.10,  0.17,  0.08
REGION 23, TIME SLICE 2070-2099, SEP-NOV::  0.10,  0.05,  0.12,  0.04
REGION 24, TIME SLICE 2010-2039, DEC-FEB::  0.01,  0.01,  0.01,  0.02
REGION 24, TIME SLICE 2010-2039, MAR-MAY::  0.01,  0.00,  0.01, -0.00
REGION 24, TIME SLICE 2010-2039, JUN-AUG::  0.00,  0.01,  0.00,  0.01
REGION 24, TIME SLICE 2010-2039, SEP-NOV::  0.02,  0.02,  0.02,  0.01
REGION 24, TIME SLICE 2040-2069, DEC-FEB::  0.01, -0.00,  0.01, -0.01
REGION 24, TIME SLICE 2040-2069, MAR-MAY::  0.01,  0.01,  0.01,  0.01
REGION 24, TIME SLICE 2040-2069, JUN-AUG::  0.01,  0.01,  0.02,  0.00
REGION 24, TIME SLICE 2040-2069, SEP-NOV:: -0.00,  0.00, -0.01,  0.02
REGION 24, TIME SLICE 2070-2099, DEC-FEB:: -0.01, -0.00, -0.01,  0.00
REGION 24, TIME SLICE 2070-2099, MAR-MAY::  0.00,  0.00,  0.00,  0.01
REGION 24, TIME SLICE 2070-2099, JUN-AUG::  0.01,  0.01,  0.02,  0.02
REGION 24, TIME SLICE 2070-2099, SEP-NOV:: -0.02,  0.00, -0.02, -0.01
REGION 25, TIME SLICE 2010-2039, DEC-FEB:: -0.01, -0.08, -0.01,  0.04
REGION 25, TIME SLICE 2010-2039, MAR-MAY:: -0.00, -0.00, -0.00, -0.01
REGION 25, TIME SLICE 2010-2039, JUN-AUG::  0.00, -0.01,  0.00, -0.02
REGION 25, TIME SLICE 2010-2039, SEP-NOV:: -0.01, -0.07, -0.01, -0.05
REGION 25, TIME SLICE 2040-2069, DEC-FEB:: -0.04, -0.17, -0.05, -0.15
REGION 25, TIME SLICE 2040-2069, MAR-MAY::  0.00, -0.01,  0.00, -0.07
REGION 25, TIME SLICE 2040-2069, JUN-AUG:: -0.01, -0.02, -0.01, -0.04
REGION 25, TIME SLICE 2040-2069, SEP-NOV:: -0.08, -0.11, -0.10, -0.03
REGION 25, TIME SLICE 2070-2099, DEC-FEB:: -0.20, -0.15, -0.26, -0.18
REGION 25, TIME SLICE 2070-2099, MAR-MAY:: -0.06, -0.10, -0.07, -0.03
REGION 25, TIME SLICE 2070-2099, JUN-AUG:: -0.04, -0.06, -0.06, -0.04
REGION 25, TIME SLICE 2070-2099, SEP-NOV:: -0.13, -0.07, -0.16, -0.12
REGION 26, TIME SLICE 2010-2039, DEC-FEB:: -0.01, -0.06, -0.01,  0.02
REGION 26, TIME SLICE 2010-2039, MAR-MAY::  0.00, -0.03,  0.00, -0.01
REGION 26, TIME SLICE 2010-2039, JUN-AUG:: -0.02, -0.03, -0.02, -0.02
REGION 26, TIME SLICE 2010-2039, SEP-NOV:: -0.02, -0.05, -0.02, -0.04
REGION 26, TIME SLICE 2040-2069, DEC-FEB:: -0.03, -0.06, -0.03, -0.07
REGION 26, TIME SLICE 2040-2069, MAR-MAY:: -0.02, -0.02, -0.02, -0.05
REGION 26, TIME SLICE 2040-2069, JUN-AUG:: -0.02, -0.02, -0.02, -0.04
REGION 26, TIME SLICE 2040-2069, SEP-NOV:: -0.04, -0.08, -0.05, -0.07
REGION 26, TIME SLICE 2070-2099, DEC-FEB:: -0.06, -0.10, -0.08, -0.06
REGION 26, TIME SLICE 2070-2099, MAR-MAY:: -0.03, -0.07, -0.04, -0.02
REGION 26, TIME SLICE 2070-2099, JUN-AUG:: -0.05, -0.03, -0.06, -0.03
REGION 26, TIME SLICE 2070-2099, SEP-NOV:: -0.09, -0.06, -0.12, -0.06
REGION 27, TIME SLICE 2010-2039, DEC-FEB::  0.04,  0.10,  0.04,  0.02
REGION 27, TIME SLICE 2010-2039, MAR-MAY::  0.01,  0.05,  0.01,  0.02
REGION 27, TIME SLICE 2010-2039, JUN-AUG::  0.09,  0.14,  0.10,  0.09
REGION 27, TIME SLICE 2010-2039, SEP-NOV::  0.13,  0.06,  0.14,  0.08
REGION 27, TIME SLICE 2040-2069, DEC-FEB::  0.23,  0.16,  0.28,  0.04
REGION 27, TIME SLICE 2040-2069, MAR-MAY::  0.06,  0.09,  0.08,  0.11
REGION 27, TIME SLICE 2040-2069, JUN-AUG::  0.17,  0.14,  0.22,  0.15
REGION 27, TIME SLICE 2040-2069, SEP-NOV::  0.21,  0.06,  0.26,  0.12
REGION 27, TIME SLICE 2070-2099, DEC-FEB::  0.26,  0.20,  0.32,  0.12
REGION 27, TIME SLICE 2070-2099, MAR-MAY::  0.17,  0.14,  0.22,  0.05
REGION 27, TIME SLICE 2070-2099, JUN-AUG::  0.27,  0.20,  0.34,  0.19
REGION 27, TIME SLICE 2070-2099, SEP-NOV::  0.26,  0.05,  0.32,  0.16
REGION 28, TIME SLICE 2010-2039, DEC-FEB:: -0.03, -0.02, -0.03, -0.01
REGION 28, TIME SLICE 2010-2039, MAR-MAY:: -0.00, -0.01, -0.00, -0.02
REGION 28, TIME SLICE 2010-2039, JUN-AUG:: -0.02, -0.03, -0.02, -0.02
REGION 28, TIME SLICE 2010-2039, SEP-NOV:: -0.06, -0.09, -0.06, -0.07
REGION 28, TIME SLICE 2040-2069, DEC-FEB:: -0.07, -0.06, -0.09, -0.04
REGION 28, TIME SLICE 2040-2069, MAR-MAY:: -0.01, -0.01, -0.01, -0.04
REGION 28, TIME SLICE 2040-2069, JUN-AUG::  0.00, -0.05,  0.01, -0.05
REGION 28, TIME SLICE 2040-2069, SEP-NOV:: -0.09, -0.13, -0.11, -0.11
REGION 28, TIME SLICE 2070-2099, DEC-FEB:: -0.07, -0.06, -0.09, -0.08
REGION 28, TIME SLICE 2070-2099, MAR-MAY:: -0.03, -0.04, -0.04, -0.04
REGION 28, TIME SLICE 2070-2099, JUN-AUG:: -0.05, -0.05, -0.06, -0.05
REGION 28, TIME SLICE 2070-2099, SEP-NOV:: -0.20, -0.17, -0.25, -0.12
REGION 29, TIME SLICE 2010-2039, DEC-FEB::  0.02, -0.01,  0.02,  0.00
REGION 29, TIME SLICE 2010-2039, MAR-MAY::  0.01, -0.01,  0.01, -0.00
REGION 29, TIME SLICE 2010-2039, JUN-AUG::  0.02,  0.01,  0.03,  0.01
REGION 29, TIME SLICE 2010-2039, SEP-NOV::  0.02,  0.03,  0.02,  0.01
REGION 29, TIME SLICE 2040-2069, DEC-FEB::  0.03,  0.02,  0.04,  0.02
REGION 29, TIME SLICE 2040-2069, MAR-MAY::  0.02,  0.03,  0.02,  0.01
REGION 29, TIME SLICE 2040-2069, JUN-AUG::  0.04,  0.02,  0.06,  0.01
REGION 29, TIME SLICE 2040-2069, SEP-NOV::  0.06,  0.04,  0.07,  0.05
REGION 29, TIME SLICE 2070-2099, DEC-FEB::  0.08,  0.08,  0.11,  0.04
REGION 29, TIME SLICE 2070-2099, MAR-MAY::  0.03, -0.01,  0.04,  0.00
REGION 29, TIME SLICE 2070-2099, JUN-AUG::  0.05,  0.03,  0.06,  0.03
REGION 29, TIME SLICE 2070-2099, SEP-NOV::  0.06,  0.06,  0.07,  0.04
REGION 30, TIME SLICE 2010-2039, DEC-FEB::  0.05,  0.06,  0.06,  0.07
REGION 30, TIME SLICE 2010-2039, MAR-MAY::  0.04,  0.05,  0.04,  0.04
REGION 30, TIME SLICE 2010-2039, JUN-AUG::  0.03,  0.03,  0.04,  0.03
REGION 30, TIME SLICE 2010-2039, SEP-NOV::  0.04,  0.01,  0.04,  0.01
REGION 30, TIME SLICE 2040-2069, DEC-FEB::  0.08,  0.06,  0.10,  0.07
REGION 30, TIME SLICE 2040-2069, MAR-MAY::  0.05,  0.06,  0.06,  0.05
REGION 30, TIME SLICE 2040-2069, JUN-AUG::  0.05,  0.03,  0.06,  0.03
REGION 30, TIME SLICE 2040-2069, SEP-NOV::  0.03,  0.03,  0.03,  0.02
REGION 30, TIME SLICE 2070-2099, DEC-FEB::  0.10,  0.07,  0.12,  0.08
REGION 30, TIME SLICE 2070-2099, MAR-MAY::  0.08,  0.06,  0.10,  0.05
REGION 30, TIME SLICE 2070-2099, JUN-AUG::  0.05,  0.03,  0.06,  0.04
REGION 30, TIME SLICE 2070-2099, SEP-NOV::  0.01,  0.01,  0.01,  0.01
REGION 31, TIME SLICE 2010-2039, DEC-FEB::  0.05,  0.03,  0.05,  0.05
REGION 31, TIME SLICE 2010-2039, MAR-MAY::  0.03,  0.06,  0.03,  0.05
REGION 31, TIME SLICE 2010-2039, JUN-AUG::  0.02,  0.04,  0.02,  0.04
REGION 31, TIME SLICE 2010-2039, SEP-NOV::  0.04,  0.03,  0.04,  0.01
REGION 31, TIME SLICE 2040-2069, DEC-FEB::  0.06,  0.07,  0.08,  0.06
REGION 31, TIME SLICE 2040-2069, MAR-MAY::  0.07,  0.07,  0.09,  0.06
REGION 31, TIME SLICE 2040-2069, JUN-AUG::  0.08,  0.07,  0.10,  0.07
REGION 31, TIME SLICE 2040-2069, SEP-NOV::  0.04,  0.03,  0.05,  0.04
REGION 31, TIME SLICE 2070-2099, DEC-FEB::  0.10,  0.08,  0.12,  0.08
REGION 31, TIME SLICE 2070-2099, MAR-MAY::  0.11,  0.08,  0.13,  0.09
REGION 31, TIME SLICE 2070-2099, JUN-AUG::  0.13,  0.08,  0.16,  0.09
REGION 31, TIME SLICE 2070-2099, SEP-NOV::  0.06,  0.06,  0.07,  0.04
REGION 32, TIME SLICE 2010-2039, DEC-FEB::  0.03,  0.02,  0.03,  0.02
REGION 32, TIME SLICE 2010-2039, MAR-MAY::  0.04,  0.03,  0.04,  0.03
REGION 32, TIME SLICE 2010-2039, JUN-AUG::  0.03,  0.04,  0.03,  0.04
REGION 32, TIME SLICE 2010-2039, SEP-NOV::  0.03,  0.03,  0.03,  0.03
REGION 32, TIME SLICE 2040-2069, DEC-FEB::  0.04,  0.03,  0.05,  0.04
REGION 32, TIME SLICE 2040-2069, MAR-MAY::  0.06,  0.06,  0.07,  0.05
REGION 32, TIME SLICE 2040-2069, JUN-AUG::  0.07,  0.07,  0.09,  0.06
REGION 32, TIME SLICE 2040-2069, SEP-NOV::  0.05,  0.06,  0.06,  0.05
REGION 32, TIME SLICE 2070-2099, DEC-FEB::  0.06,  0.05,  0.07,  0.05
REGION 32, TIME SLICE 2070-2099, MAR-MAY::  0.08,  0.07,  0.10,  0.05
REGION 32, TIME SLICE 2070-2099, JUN-AUG::  0.11,  0.09,  0.14,  0.09
