n, T, pr, stat, Scenario, Region, Label, Mask, Season, Year,
353,1.0,2,75th percentile,rcp26,Caribbean (land and sea), CAR, all,BS,2065,
354,1.6,19,Max,rcp26,Caribbean (land and sea), CAR, all,BS,2065,
355,-0.1,-34,Min,rcp26,Caribbean (land and sea), CAR, all,BS,2100,
356,0.6,-6,25th percentile,rcp26,Caribbean (land and sea), CAR, all,BS,2100,
357,0.8,0,median,rcp26,Caribbean (land and sea), CAR, all,BS,2100,
358,1.1,3,75th percentile,rcp26,Caribbean (land and sea), CAR, all,BS,2100,
359,1.7,9,Max,rcp26,Caribbean (land and sea), CAR, all,BS,2100,
360,0.5,-6,Min,rcp26,Central America, CAM, land,Annual,2035,
361,0.7,-2,25th percentile,rcp26,Central America, CAM, land,Annual,2035,
362,0.7,0,median,rcp26,Central America, CAM, land,Annual,2035,
363,0.8,2,75th percentile,rcp26,Central America, CAM, land,Annual,2035,
364,1.3,6,Max,rcp26,Central America, CAM, land,Annual,2035,
365,0.6,-9,Min,rcp26,Central America, CAM, land,Annual,2065,
366,0.9,-3,25th percentile,rcp26,Central America, CAM, land,Annual,2065,
367,1.0,0,median,rcp26,Central America, CAM, land,Annual,2065,
368,1.3,3,75th percentile,rcp26,Central America, CAM, land,Annual,2065,
369,1.9,6,Max,rcp26,Central America, CAM, land,Annual,2065,
370,0.4,-15,Min,rcp26,Central America, CAM, land,Annual,2100,
371,0.7,-1,25th percentile,rcp26,Central America, CAM, land,Annual,2100,
372,1.0,0,median,rcp26,Central America, CAM, land,Annual,2100,
373,1.3,2,75th percentile,rcp26,Central America, CAM, land,Annual,2100,
374,2.1,9,Max,rcp26,Central America, CAM, land,Annual,2100,
375,0.3,-6,Min,rcp26,Central America, CAM, land,BW,2035,
376,0.6,-2,25th percentile,rcp26,Central America, CAM, land,BW,2035,
377,0.7,0,median,rcp26,Central America, CAM, land,BW,2035,
378,0.9,3,75th percentile,rcp26,Central America, CAM, land,BW,2035,
379,1.2,8,Max,rcp26,Central America, CAM, land,BW,2035,
380,0.5,-8,Min,rcp26,Central America, CAM, land,BW,2065,
381,0.8,-2,25th percentile,rcp26,Central America, CAM, land,BW,2065,
382,1.0,1,median,rcp26,Central America, CAM, land,BW,2065,
383,1.2,5,75th percentile,rcp26,Central America, CAM, land,BW,2065,
384,1.7,12,Max,rcp26,Central America, CAM, land,BW,2065,
385,0.4,-21,Min,rcp26,Central America, CAM, land,BW,2100,
386,0.7,-2,25th percentile,rcp26,Central America, CAM, land,BW,2100,
387,0.9,1,median,rcp26,Central America, CAM, land,BW,2100,
388,1.3,5,75th percentile,rcp26,Central America, CAM, land,BW,2100,
389,2.0,14,Max,rcp26,Central America, CAM, land,BW,2100,
390,0.5,-6,Min,rcp26,Central America, CAM, land,BS,2035,
391,0.7,-2,25th percentile,rcp26,Central America, CAM, land,BS,2035,
392,0.8,-1,median,rcp26,Central America, CAM, land,BS,2035,
393,0.9,2,75th percentile,rcp26,Central America, CAM, land,BS,2035,
394,1.4,7,Max,rcp26,Central America, CAM, land,BS,2035,
395,0.7,-10,Min,rcp26,Central America, CAM, land,BS,2065,
396,0.9,-4,25th percentile,rcp26,Central America, CAM, land,BS,2065,
397,1.0,0,median,rcp26,Central America, CAM, land,BS,2065,
398,1.4,2,75th percentile,rcp26,Central America, CAM, land,BS,2065,
399,2.0,7,Max,rcp26,Central America, CAM, land,BS,2065,
400,0.3,-11,Min,rcp26,Central America, CAM, land,BS,2100,
401,0.7,-2,25th percentile,rcp26,Central America, CAM, land,BS,2100,
402,1.0,-1,median,rcp26,Central America, CAM, land,BS,2100,
403,1.4,2,75th percentile,rcp26,Central America, CAM, land,BS,2100,
404,2.2,10,Max,rcp26,Central America, CAM, land,BS,2100,
405,0.4,-9,Min,rcp26,Central Asia, CAS, land,Annual,2035,
406,0.9,0,25th percentile,rcp26,Central Asia, CAS, land,Annual,2035,
407,1.1,3,median,rcp26,Central Asia, CAS, land,Annual,2035,
408,1.3,6,75th percentile,rcp26,Central Asia, CAS, land,Annual,2035,
409,1.8,14,Max,rcp26,Central Asia, CAS, land,Annual,2035,
410,0.0,-9,Min,rcp26,Central Asia, CAS, land,Annual,2065,
411,1.1,1,25th percentile,rcp26,Central Asia, CAS, land,Annual,2065,
412,1.4,4,median,rcp26,Central Asia, CAS, land,Annual,2065,
413,1.9,8,75th percentile,rcp26,Central Asia, CAS, land,Annual,2065,
414,3.2,18,Max,rcp26,Central Asia, CAS, land,Annual,2065,
415,-0.8,-16,Min,rcp26,Central Asia, CAS, land,Annual,2100,
416,1.0,0,25th percentile,rcp26,Central Asia, CAS, land,Annual,2100,
417,1.4,5,median,rcp26,Central Asia, CAS, land,Annual,2100,
418,1.8,7,75th percentile,rcp26,Central Asia, CAS, land,Annual,2100,
419,3.1,17,Max,rcp26,Central Asia, CAS, land,Annual,2100,
420,0.4,-9,Min,rcp26,Central Asia, CAS, land,BW,2035,
421,0.8,0,25th percentile,rcp26,Central Asia, CAS, land,BW,2035,
422,1.0,4,median,rcp26,Central Asia, CAS, land,BW,2035,
423,1.5,7,75th percentile,rcp26,Central Asia, CAS, land,BW,2035,
424,2.2,14,Max,rcp26,Central Asia, CAS, land,BW,2035,
425,-0.2,-10,Min,rcp26,Central Asia, CAS, land,BW,2065,
426,1.0,0,25th percentile,rcp26,Central Asia, CAS, land,BW,2065,
427,1.5,4,median,rcp26,Central Asia, CAS, land,BW,2065,
428,2.1,12,75th percentile,rcp26,Central Asia, CAS, land,BW,2065,
429,3.6,19,Max,rcp26,Central Asia, CAS, land,BW,2065,
430,-1.3,-13,Min,rcp26,Central Asia, CAS, land,BW,2100,
431,0.7,0,25th percentile,rcp26,Central Asia, CAS, land,BW,2100,
432,1.6,5,median,rcp26,Central Asia, CAS, land,BW,2100,
433,2.2,10,75th percentile,rcp26,Central Asia, CAS, land,BW,2100,
434,3.3,18,Max,rcp26,Central Asia, CAS, land,BW,2100,
435,0.3,-14,Min,rcp26,Central Asia, CAS, land,BS,2035,
436,0.8,-1,25th percentile,rcp26,Central Asia, CAS, land,BS,2035,
437,1.1,3,median,rcp26,Central Asia, CAS, land,BS,2035,
438,1.4,7,75th percentile,rcp26,Central Asia, CAS, land,BS,2035,
439,2.0,16,Max,rcp26,Central Asia, CAS, land,BS,2035,
440,0.1,-9,Min,rcp26,Central Asia, CAS, land,BS,2065,
441,0.9,0,25th percentile,rcp26,Central Asia, CAS, land,BS,2065,
442,1.4,3,median,rcp26,Central Asia, CAS, land,BS,2065,
443,2.0,8,75th percentile,rcp26,Central Asia, CAS, land,BS,2065,
444,3.5,21,Max,rcp26,Central Asia, CAS, land,BS,2065,
445,-0.5,-19,Min,rcp26,Central Asia, CAS, land,BS,2100,
446,0.6,1,25th percentile,rcp26,Central Asia, CAS, land,BS,2100,
447,1.2,5,median,rcp26,Central Asia, CAS, land,BS,2100,
448,1.7,10,75th percentile,rcp26,Central Asia, CAS, land,BS,2100,
449,3.8,17,Max,rcp26,Central Asia, CAS, land,BS,2100,
450,0.1,-2,Min,rcp26,Central Europe, CEU, land,Annual,2035,
451,0.7,0,25th percentile,rcp26,Central Europe, CEU, land,Annual,2035,
452,1.0,1,median,rcp26,Central Europe, CEU, land,Annual,2035,
453,1.3,4,75th percentile,rcp26,Central Europe, CEU, land,Annual,2035,
454,1.9,9,Max,rcp26,Central Europe, CEU, land,Annual,2035,
455,-0.5,-4,Min,rcp26,Central Europe, CEU, land,Annual,2065,
456,1.0,0,25th percentile,rcp26,Central Europe, CEU, land,Annual,2065,
457,1.3,3,median,rcp26,Central Europe, CEU, land,Annual,2065,
458,1.8,5,75th percentile,rcp26,Central Europe, CEU, land,Annual,2065,
459,2.9,9,Max,rcp26,Central Europe, CEU, land,Annual,2065,
460,-1.4,-5,Min,rcp26,Central Europe, CEU, land,Annual,2100,
461,0.9,2,25th percentile,rcp26,Central Europe, CEU, land,Annual,2100,
462,1.3,3,median,rcp26,Central Europe, CEU, land,Annual,2100,
463,1.9,7,75th percentile,rcp26,Central Europe, CEU, land,Annual,2100,
464,2.8,12,Max,rcp26,Central Europe, CEU, land,Annual,2100,
465,-0.2,-4,Min,rcp26,Central Europe, CEU, land,BW,2035,
466,0.6,-1,25th percentile,rcp26,Central Europe, CEU, land,BW,2035,
467,1.0,2,median,rcp26,Central Europe, CEU, land,BW,2035,
468,1.5,5,75th percentile,rcp26,Central Europe, CEU, land,BW,2035,
469,2.3,11,Max,rcp26,Central Europe, CEU, land,BW,2035,
470,-0.9,-4,Min,rcp26,Central Europe, CEU, land,BW,2065,
471,0.6,1,25th percentile,rcp26,Central Europe, CEU, land,BW,2065,
472,1.3,3,median,rcp26,Central Europe, CEU, land,BW,2065,
473,1.9,7,75th percentile,rcp26,Central Europe, CEU, land,BW,2065,
474,3.4,11,Max,rcp26,Central Europe, CEU, land,BW,2065,
475,-1.9,-1,Min,rcp26,Central Europe, CEU, land,BW,2100,
476,1.0,2,25th percentile,rcp26,Central Europe, CEU, land,BW,2100,
477,1.3,4,median,rcp26,Central Europe, CEU, land,BW,2100,
478,2.4,6,75th percentile,rcp26,Central Europe, CEU, land,BW,2100,
479,2.9,16,Max,rcp26,Central Europe, CEU, land,BW,2100,
480,0.4,-6,Min,rcp26,Central Europe, CEU, land,BS,2035,
481,0.7,-1,25th percentile,rcp26,Central Europe, CEU, land,BS,2035,
482,1.1,2,median,rcp26,Central Europe, CEU, land,BS,2035,
483,1.4,3,75th percentile,rcp26,Central Europe, CEU, land,BS,2035,
484,2.5,6,Max,rcp26,Central Europe, CEU, land,BS,2035,
485,-0.4,-9,Min,rcp26,Central Europe, CEU, land,BS,2065,
486,0.9,0,25th percentile,rcp26,Central Europe, CEU, land,BS,2065,
487,1.4,2,median,rcp26,Central Europe, CEU, land,BS,2065,
488,2.0,6,75th percentile,rcp26,Central Europe, CEU, land,BS,2065,
489,3.3,8,Max,rcp26,Central Europe, CEU, land,BS,2065,
490,-0.7,-12,Min,rcp26,Central Europe, CEU, land,BS,2100,
491,0.8,1,25th percentile,rcp26,Central Europe, CEU, land,BS,2100,
492,1.3,4,median,rcp26,Central Europe, CEU, land,BS,2100,
493,2.0,8,75th percentile,rcp26,Central Europe, CEU, land,BS,2100,
494,3.4,14,Max,rcp26,Central Europe, CEU, land,BS,2100,
495,0.4,-5,Min,rcp26,Central North America, CNA, land,Annual,2035,
496,0.8,-1,25th percentile,rcp26,Central North America, CNA, land,Annual,2035,
497,1.0,2,median,rcp26,Central North America, CNA, land,Annual,2035,
498,1.2,3,75th percentile,rcp26,Central North America, CNA, land,Annual,2035,
499,2.0,7,Max,rcp26,Central North America, CNA, land,Annual,2035,
500,0.4,-6,Min,rcp26,Central North America, CNA, land,Annual,2065,
501,0.9,0,25th percentile,rcp26,Central North America, CNA, land,Annual,2065,
502,1.4,2,median,rcp26,Central North America, CNA, land,Annual,2065,
503,1.9,5,75th percentile,rcp26,Central North America, CNA, land,Annual,2065,
504,2.6,11,Max,rcp26,Central North America, CNA, land,Annual,2065,
505,-0.1,-6,Min,rcp26,Central North America, CNA, land,Annual,2100,
506,0.8,1,25th percentile,rcp26,Central North America, CNA, land,Annual,2100,
507,1.4,2,median,rcp26,Central North America, CNA, land,Annual,2100,
508,1.8,5,75th percentile,rcp26,Central North America, CNA, land,Annual,2100,
509,2.8,10,Max,rcp26,Central North America, CNA, land,Annual,2100,
510,-0.2,-7,Min,rcp26,Central North America, CNA, land,BW,2035,
511,0.6,-2,25th percentile,rcp26,Central North America, CNA, land,BW,2035,
512,1.1,2,median,rcp26,Central North America, CNA, land,BW,2035,
513,1.4,4,75th percentile,rcp26,Central North America, CNA, land,BW,2035,
514,2.5,10,Max,rcp26,Central North America, CNA, land,BW,2035,
515,0.2,-4,Min,rcp26,Central North America, CNA, land,BW,2065,
516,0.9,-1,25th percentile,rcp26,Central North America, CNA, land,BW,2065,
517,1.5,2,median,rcp26,Central North America, CNA, land,BW,2065,
518,1.9,6,75th percentile,rcp26,Central North America, CNA, land,BW,2065,
519,3.3,18,Max,rcp26,Central North America, CNA, land,BW,2065,
520,-0.2,-10,Min,rcp26,Central North America, CNA, land,BW,2100,
521,0.8,0,25th percentile,rcp26,Central North America, CNA, land,BW,2100,
522,1.5,2,median,rcp26,Central North America, CNA, land,BW,2100,
523,2.1,6,75th percentile,rcp26,Central North America, CNA, land,BW,2100,
524,3.4,15,Max,rcp26,Central North America, CNA, land,BW,2100,
525,0.4,-8,Min,rcp26,Central North America, CNA, land,BS,2035,
526,0.7,-1,25th percentile,rcp26,Central North America, CNA, land,BS,2035,
527,1.2,1,median,rcp26,Central North America, CNA, land,BS,2035,
528,1.4,4,75th percentile,rcp26,Central North America, CNA, land,BS,2035,
529,2.2,8,Max,rcp26,Central North America, CNA, land,BS,2035,
530,0.5,-8,Min,rcp26,Central North America, CNA, land,BS,2065,
531,1.0,0,25th percentile,rcp26,Central North America, CNA, land,BS,2065,
532,1.4,2,median,rcp26,Central North America, CNA, land,BS,2065,
533,2.0,4,75th percentile,rcp26,Central North America, CNA, land,BS,2065,
534,2.9,9,Max,rcp26,Central North America, CNA, land,BS,2065,
535,-0.1,-6,Min,rcp26,Central North America, CNA, land,BS,2100,
536,0.8,0,25th percentile,rcp26,Central North America, CNA, land,BS,2100,
537,1.2,2,median,rcp26,Central North America, CNA, land,BS,2100,
538,1.7,6,75th percentile,rcp26,Central North America, CNA, land,BS,2100,
539,3.4,12,Max,rcp26,Central North America, CNA, land,BS,2100,
540,0.4,-5,Min,rcp26,East Africa, EAF, land,Annual,2035,
541,0.6,-1,25th percentile,rcp26,East Africa, EAF, land,Annual,2035,
542,0.7,1,median,rcp26,East Africa, EAF, land,Annual,2035,
543,0.9,3,75th percentile,rcp26,East Africa, EAF, land,Annual,2035,
544,1.3,9,Max,rcp26,East Africa, EAF, land,Annual,2035,
545,0.6,-8,Min,rcp26,East Africa, EAF, land,Annual,2065,
546,0.8,-2,25th percentile,rcp26,East Africa, EAF, land,Annual,2065,
547,1.0,0,median,rcp26,East Africa, EAF, land,Annual,2065,
548,1.2,4,75th percentile,rcp26,East Africa, EAF, land,Annual,2065,
549,1.8,13,Max,rcp26,East Africa, EAF, land,Annual,2065,
550,0.2,-7,Min,rcp26,East Africa, EAF, land,Annual,2100,
551,0.7,-2,25th percentile,rcp26,East Africa, EAF, land,Annual,2100,
552,0.9,0,median,rcp26,East Africa, EAF, land,Annual,2100,
553,1.3,2,75th percentile,rcp26,East Africa, EAF, land,Annual,2100,
554,2.0,14,Max,rcp26,East Africa, EAF, land,Annual,2100,
555,0.4,-4,Min,rcp26,East Africa, EAF, land,BW,2035,
556,0.6,-1,25th percentile,rcp26,East Africa, EAF, land,BW,2035,
557,0.7,2,median,rcp26,East Africa, EAF, land,BW,2035,
558,0.8,5,75th percentile,rcp26,East Africa, EAF, land,BW,2035,
559,1.4,8,Max,rcp26,East Africa, EAF, land,BW,2035,
560,0.6,-6,Min,rcp26,East Africa, EAF, land,BW,2065,
561,0.9,-1,25th percentile,rcp26,East Africa, EAF, land,BW,2065,
562,1.0,1,median,rcp26,East Africa, EAF, land,BW,2065,
563,1.3,6,75th percentile,rcp26,East Africa, EAF, land,BW,2065,
564,1.9,13,Max,rcp26,East Africa, EAF, land,BW,2065,
565,0.3,-4,Min,rcp26,East Africa, EAF, land,BW,2100,
566,0.7,-2,25th percentile,rcp26,East Africa, EAF, land,BW,2100,
567,0.9,2,median,rcp26,East Africa, EAF, land,BW,2100,
568,1.3,5,75th percentile,rcp26,East Africa, EAF, land,BW,2100,
569,2.0,16,Max,rcp26,East Africa, EAF, land,BW,2100,
570,0.3,-7,Min,rcp26,East Africa, EAF, land,BS,2035,
571,0.6,-3,25th percentile,rcp26,East Africa, EAF, land,BS,2035,
572,0.8,0,median,rcp26,East Africa, EAF, land,BS,2035,
573,0.9,2,75th percentile,rcp26,East Africa, EAF, land,BS,2035,
574,1.3,10,Max,rcp26,East Africa, EAF, land,BS,2035,
575,0.5,-11,Min,rcp26,East Africa, EAF, land,BS,2065,
576,0.9,-5,25th percentile,rcp26,East Africa, EAF, land,BS,2065,
577,1.0,-2,median,rcp26,East Africa, EAF, land,BS,2065,
578,1.3,2,75th percentile,rcp26,East Africa, EAF, land,BS,2065,
579,1.8,14,Max,rcp26,East Africa, EAF, land,BS,2065,
580,0.0,-10,Min,rcp26,East Africa, EAF, land,BS,2100,
581,0.8,-4,25th percentile,rcp26,East Africa, EAF, land,BS,2100,
582,1.0,-1,median,rcp26,East Africa, EAF, land,BS,2100,
583,1.2,2,75th percentile,rcp26,East Africa, EAF, land,BS,2100,
584,2.1,15,Max,rcp26,East Africa, EAF, land,BS,2100,
585,0.4,-2,Min,rcp26,Eastern Asia, EAS, land,Annual,2035,
586,0.8,0,25th percentile,rcp26,Eastern Asia, EAS, land,Annual,2035,
587,1.0,2,median,rcp26,Eastern Asia, EAS, land,Annual,2035,
588,1.1,3,75th percentile,rcp26,Eastern Asia, EAS, land,Annual,2035,
589,1.7,7,Max,rcp26,Eastern Asia, EAS, land,Annual,2035,
590,0.2,-3,Min,rcp26,Eastern Asia, EAS, land,Annual,2065,
591,1.0,3,25th percentile,rcp26,Eastern Asia, EAS, land,Annual,2065,
592,1.4,5,median,rcp26,Eastern Asia, EAS, land,Annual,2065,
593,1.7,6,75th percentile,rcp26,Eastern Asia, EAS, land,Annual,2065,
594,2.7,16,Max,rcp26,Eastern Asia, EAS, land,Annual,2065,
595,-0.4,-4,Min,rcp26,Eastern Asia, EAS, land,Annual,2100,
596,0.9,2,25th percentile,rcp26,Eastern Asia, EAS, land,Annual,2100,
597,1.3,5,median,rcp26,Eastern Asia, EAS, land,Annual,2100,
598,1.7,7,75th percentile,rcp26,Eastern Asia, EAS, land,Annual,2100,
599,2.7,21,Max,rcp26,Eastern Asia, EAS, land,Annual,2100,
600,0.3,-6,Min,rcp26,Eastern Asia, EAS, land,BW,2035,
601,0.6,-1,25th percentile,rcp26,Eastern Asia, EAS, land,BW,2035,
602,1.1,2,median,rcp26,Eastern Asia, EAS, land,BW,2035,
603,1.4,4,75th percentile,rcp26,Eastern Asia, EAS, land,BW,2035,
604,2.0,8,Max,rcp26,Eastern Asia, EAS, land,BW,2035,
605,-0.2,-6,Min,rcp26,Eastern Asia, EAS, land,BW,2065,
606,1.2,1,25th percentile,rcp26,Eastern Asia, EAS, land,BW,2065,
607,1.5,4,median,rcp26,Eastern Asia, EAS, land,BW,2065,
608,1.9,10,75th percentile,rcp26,Eastern Asia, EAS, land,BW,2065,
609,3.4,15,Max,rcp26,Eastern Asia, EAS, land,BW,2065,
610,-0.5,-5,Min,rcp26,Eastern Asia, EAS, land,BW,2100,
611,1.0,2,25th percentile,rcp26,Eastern Asia, EAS, land,BW,2100,
612,1.4,6,median,rcp26,Eastern Asia, EAS, land,BW,2100,
613,2.0,11,75th percentile,rcp26,Eastern Asia, EAS, land,BW,2100,
614,3.3,22,Max,rcp26,Eastern Asia, EAS, land,BW,2100,
615,0.2,-3,Min,rcp26,Eastern Asia, EAS, land,BS,2035,
616,0.8,0,25th percentile,rcp26,Eastern Asia, EAS, land,BS,2035,
617,0.9,2,median,rcp26,Eastern Asia, EAS, land,BS,2035,
618,1.1,3,75th percentile,rcp26,Eastern Asia, EAS, land,BS,2035,
619,1.7,7,Max,rcp26,Eastern Asia, EAS, land,BS,2035,
620,0.2,-1,Min,rcp26,Eastern Asia, EAS, land,BS,2065,
621,0.9,3,25th percentile,rcp26,Eastern Asia, EAS, land,BS,2065,
622,1.3,5,median,rcp26,Eastern Asia, EAS, land,BS,2065,
623,1.7,6,75th percentile,rcp26,Eastern Asia, EAS, land,BS,2065,
624,2.7,17,Max,rcp26,Eastern Asia, EAS, land,BS,2065,
625,-0.3,-4,Min,rcp26,Eastern Asia, EAS, land,BS,2100,
626,0.8,2,25th percentile,rcp26,Eastern Asia, EAS, land,BS,2100,
627,1.2,5,median,rcp26,Eastern Asia, EAS, land,BS,2100,
628,1.7,7,75th percentile,rcp26,Eastern Asia, EAS, land,BS,2100,
629,2.8,20,Max,rcp26,Eastern Asia, EAS, land,BS,2100,
630,0.3,-2,Min,rcp26,Eastern North America, ENA, land,Annual,2035,
631,0.8,1,25th percentile,rcp26,Eastern North America, ENA, land,Annual,2035,
632,1.0,3,median,rcp26,Eastern North America, ENA, land,Annual,2035,
633,1.2,5,75th percentile,rcp26,Eastern North America, ENA, land,Annual,2035,
634,1.9,6,Max,rcp26,Eastern North America, ENA, land,Annual,2035,
635,0.4,-1,Min,rcp26,Eastern North America, ENA, land,Annual,2065,
636,0.9,2,25th percentile,rcp26,Eastern North America, ENA, land,Annual,2065,
637,1.4,4,median,rcp26,Eastern North America, ENA, land,Annual,2065,
638,1.8,6,75th percentile,rcp26,Eastern North America, ENA, land,Annual,2065,
639,2.9,11,Max,rcp26,Eastern North America, ENA, land,Annual,2065,
640,0.0,-1,Min,rcp26,Eastern North America, ENA, land,Annual,2100,
641,0.9,1,25th percentile,rcp26,Eastern North America, ENA, land,Annual,2100,
642,1.2,3,median,rcp26,Eastern North America, ENA, land,Annual,2100,
643,1.8,6,75th percentile,rcp26,Eastern North America, ENA, land,Annual,2100,
644,3.2,15,Max,rcp26,Eastern North America, ENA, land,Annual,2100,
645,-0.5,-5,Min,rcp26,Eastern North America, ENA, land,BW,2035,
646,0.5,0,25th percentile,rcp26,Eastern North America, ENA, land,BW,2035,
647,1.0,4,median,rcp26,Eastern North America, ENA, land,BW,2035,
648,1.5,6,75th percentile,rcp26,Eastern North America, ENA, land,BW,2035,
649,2.4,9,Max,rcp26,Eastern North America, ENA, land,BW,2035,
650,-0.1,-4,Min,rcp26,Eastern North America, ENA, land,BW,2065,
651,0.8,2,25th percentile,rcp26,Eastern North America, ENA, land,BW,2065,
652,1.4,5,median,rcp26,Eastern North America, ENA, land,BW,2065,
653,2.1,6,75th percentile,rcp26,Eastern North America, ENA, land,BW,2065,
654,3.5,16,Max,rcp26,Eastern North America, ENA, land,BW,2065,
655,-0.3,-4,Min,rcp26,Eastern North America, ENA, land,BW,2100,
656,0.9,0,25th percentile,rcp26,Eastern North America, ENA, land,BW,2100,
657,1.6,3,median,rcp26,Eastern North America, ENA, land,BW,2100,
658,2.3,7,75th percentile,rcp26,Eastern North America, ENA, land,BW,2100,
659,3.6,16,Max,rcp26,Eastern North America, ENA, land,BW,2100,
660,0.5,-3,Min,rcp26,Eastern North America, ENA, land,BS,2035,
661,0.7,0,25th percentile,rcp26,Eastern North America, ENA, land,BS,2035,
662,1.0,3,median,rcp26,Eastern North America, ENA, land,BS,2035,
663,1.3,5,75th percentile,rcp26,Eastern North America, ENA, land,BS,2035,
664,2.2,6,Max,rcp26,Eastern North America, ENA, land,BS,2035,
665,0.4,-5,Min,rcp26,Eastern North America, ENA, land,BS,2065,
666,1.0,2,25th percentile,rcp26,Eastern North America, ENA, land,BS,2065,
667,1.3,3,median,rcp26,Eastern North America, ENA, land,BS,2065,
668,1.8,7,75th percentile,rcp26,Eastern North America, ENA, land,BS,2065,
669,3.2,12,Max,rcp26,Eastern North America, ENA, land,BS,2065,
670,-0.1,-2,Min,rcp26,Eastern North America, ENA, land,BS,2100,
671,0.9,1,25th percentile,rcp26,Eastern North America, ENA, land,BS,2100,
672,1.2,3,median,rcp26,Eastern North America, ENA, land,BS,2100,
673,1.7,7,75th percentile,rcp26,Eastern North America, ENA, land,BS,2100,
674,3.6,15,Max,rcp26,Eastern North America, ENA, land,BS,2100,
675,0.3,-14,Min,rcp26,Equatorial Pacific, ETP, all,Annual,2035,
676,0.5,4,25th percentile,rcp26,Equatorial Pacific, ETP, all,Annual,2035,
677,0.6,8,median,rcp26,Equatorial Pacific, ETP, all,Annual,2035,
678,0.8,11,75th percentile,rcp26,Equatorial Pacific, ETP, all,Annual,2035,
679,1.1,72,Max,rcp26,Equatorial Pacific, ETP, all,Annual,2035,
680,0.4,-18,Min,rcp26,Equatorial Pacific, ETP, all,Annual,2065,
681,0.7,7,25th percentile,rcp26,Equatorial Pacific, ETP, all,Annual,2065,
682,0.8,11,median,rcp26,Equatorial Pacific, ETP, all,Annual,2065,
683,1.0,20,75th percentile,rcp26,Equatorial Pacific, ETP, all,Annual,2065,
684,1.6,98,Max,rcp26,Equatorial Pacific, ETP, all,Annual,2065,
685,0.0,-21,Min,rcp26,Equatorial Pacific, ETP, all,Annual,2100,
686,0.6,5,25th percentile,rcp26,Equatorial Pacific, ETP, all,Annual,2100,
687,0.8,14,median,rcp26,Equatorial Pacific, ETP, all,Annual,2100,
688,1.1,25,75th percentile,rcp26,Equatorial Pacific, ETP, all,Annual,2100,
689,2.1,218,Max,rcp26,Equatorial Pacific, ETP, all,Annual,2100,
690,0.2,-25,Min,rcp26,Equatorial Pacific, ETP, all,BW,2035,
691,0.5,3,25th percentile,rcp26,Equatorial Pacific, ETP, all,BW,2035,
692,0.6,7,median,rcp26,Equatorial Pacific, ETP, all,BW,2035,
693,0.8,10,75th percentile,rcp26,Equatorial Pacific, ETP, all,BW,2035,
694,1.1,78,Max,rcp26,Equatorial Pacific, ETP, all,BW,2035,
695,0.4,-25,Min,rcp26,Equatorial Pacific, ETP, all,BW,2065,
696,0.7,3,25th percentile,rcp26,Equatorial Pacific, ETP, all,BW,2065,
697,0.8,9,median,rcp26,Equatorial Pacific, ETP, all,BW,2065,
698,1.1,19,75th percentile,rcp26,Equatorial Pacific, ETP, all,BW,2065,
699,1.6,112,Max,rcp26,Equatorial Pacific, ETP, all,BW,2065,
700,-0.1,-25,Min,rcp26,Equatorial Pacific, ETP, all,BW,2100,
701,0.6,5,25th percentile,rcp26,Equatorial Pacific, ETP, all,BW,2100,
702,0.9,12,median,rcp26,Equatorial Pacific, ETP, all,BW,2100,
703,1.1,27,75th percentile,rcp26,Equatorial Pacific, ETP, all,BW,2100,
